"configuration_guide","chapter","section","summary steps","Steps","Command or Action","Purpose"
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Configuring Firewall Resource Management","Configuring Firewall Resource Management","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-pmap-name
4. session total number
5. tcp syn-flood limit number
6. exit
7. parameter-map type inspect-global
8. vrf vrf-name inspect parameter-map-name
9. exit
10. parameter-map type inspect-vrf vrf-default
11. session total number
12. tcp syn-flood limit number
13. end","Step 6","exit
Example:
Device(config-profile)# exit","Exits parameter-map type inspect configuration mode and enters global configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Configuring Firewall Resource Management","Configuring Firewall Resource Management","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-pmap-name
4. session total number
5. tcp syn-flood limit number
6. exit
7. parameter-map type inspect-global
8. vrf vrf-name inspect parameter-map-name
9. exit
10. parameter-map type inspect-vrf vrf-default
11. session total number
12. tcp syn-flood limit number
13. end","Step 7","parameter-map type inspect-global
Example:
Device(config)# parameter-map type inspect-global","Configures a global parameter map and enters parameter-map type inspect configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Configuring Firewall Resource Management","Configuring Firewall Resource Management","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-pmap-name
4. session total number
5. tcp syn-flood limit number
6. exit
7. parameter-map type inspect-global
8. vrf vrf-name inspect parameter-map-name
9. exit
10. parameter-map type inspect-vrf vrf-default
11. session total number
12. tcp syn-flood limit number
13. end","Step 8","vrf vrf-name inspect parameter-map-name
Example:
Device(config-profile)# vrf vrf1 inspect vrf1-pmap","Binds a VRF to the parameter map."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Configuring Firewall Resource Management","Configuring Firewall Resource Management","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-pmap-name
4. session total number
5. tcp syn-flood limit number
6. exit
7. parameter-map type inspect-global
8. vrf vrf-name inspect parameter-map-name
9. exit
10. parameter-map type inspect-vrf vrf-default
11. session total number
12. tcp syn-flood limit number
13. end","Step 9","exit
Example:
Device(config-profile)# exit","Exits parameter-map type inspect configuration mode and enters global configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Configuring Firewall Resource Management","Configuring Firewall Resource Management","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-pmap-name
4. session total number
5. tcp syn-flood limit number
6. exit
7. parameter-map type inspect-global
8. vrf vrf-name inspect parameter-map-name
9. exit
10. parameter-map type inspect-vrf vrf-default
11. session total number
12. tcp syn-flood limit number
13. end","Step 10","parameter-map type inspect-vrf vrf-default
Example:
Device(config)# parameter-map type inspect-vrf vrf-default","Configures a default inspect VRF-type parameter map."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Configuring Firewall Resource Management","Configuring Firewall Resource Management","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-pmap-name
4. session total number
5. tcp syn-flood limit number
6. exit
7. parameter-map type inspect-global
8. vrf vrf-name inspect parameter-map-name
9. exit
10. parameter-map type inspect-vrf vrf-default
11. session total number
12. tcp syn-flood limit number
13. end","Step 11","session total number
Example:
Device(config-profile)# session total 6000","Configures the total number of sessions. You can configure the session total command for an inspect VRF-type parameter map and for a global parameter map. When you configure the session total command for an inspect VRF-type parameter map, the sessions are associated with an inspect VRF-type parameter map. The session total command is applied to the global routing domain when it is configured for a global parameter-map."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Configuring Firewall Resource Management","Configuring Firewall Resource Management","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-pmap-name
4. session total number
5. tcp syn-flood limit number
6. exit
7. parameter-map type inspect-global
8. vrf vrf-name inspect parameter-map-name
9. exit
10. parameter-map type inspect-vrf vrf-default
11. session total number
12. tcp syn-flood limit number
13. end","Step 12","tcp syn-flood limit number
Example:
Device(config-profile)# tcp syn-flood limit 7000","Limits the number of TCP half-opened sessions that trigger SYN cookie processing for new SYN packets."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - Configuring Firewall Resource Management","Configuring Firewall Resource Management","1. enable
2. configure terminal
3. parameter-map type inspect-vrf vrf-pmap-name
4. session total number
5. tcp syn-flood limit number
6. exit
7. parameter-map type inspect-global
8. vrf vrf-name inspect parameter-map-name
9. exit
10. parameter-map type inspect-vrf vrf-default
11. session total number
12. tcp syn-flood limit number
13. end","Step 13","end
Example:
Device(config-profile)# end","Exits parameter-map type inspect configuration mode and enters privileged EXEC mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - IPv6 Firewall Support for Prevention of Distributed Denial of Service Attacks and Resource Management","Configuring an IPv6 Firewall","1. enable
2. configure terminal
3. vrf-definition vrf-name
4. address-family ipv6
5. exit-address-family
6. exit
7. parameter-map type inspect parameter-map-name
8. sessions maximum sessions
9. exit
10. ipv6 unicast-routing
11. ip port-map appl-name port port-num list list-name
12. ipv6 access-list access-list-name
13. permit ipv6 any any
14. exit
15. class-map type inspect match-all class-map-name
16. match access-group name access-group-name
17. match protocol protocol-name
18. exit
19. policy-map type inspect policy-map-name
20. class type inspect class-map-name
21. inspect [ parameter-map-name ]
22. end","Step 1","enable
Example:
Device> enable","Enters privileged EXEC mode. Enter your password if prompted."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - IPv6 Firewall Support for Prevention of Distributed Denial of Service Attacks and Resource Management","Configuring an IPv6 Firewall","1. enable
2. configure terminal
3. vrf-definition vrf-name
4. address-family ipv6
5. exit-address-family
6. exit
7. parameter-map type inspect parameter-map-name
8. sessions maximum sessions
9. exit
10. ipv6 unicast-routing
11. ip port-map appl-name port port-num list list-name
12. ipv6 access-list access-list-name
13. permit ipv6 any any
14. exit
15. class-map type inspect match-all class-map-name
16. match access-group name access-group-name
17. match protocol protocol-name
18. exit
19. policy-map type inspect policy-map-name
20. class type inspect class-map-name
21. inspect [ parameter-map-name ]
22. end","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - IPv6 Firewall Support for Prevention of Distributed Denial of Service Attacks and Resource Management","Configuring an IPv6 Firewall","1. enable
2. configure terminal
3. vrf-definition vrf-name
4. address-family ipv6
5. exit-address-family
6. exit
7. parameter-map type inspect parameter-map-name
8. sessions maximum sessions
9. exit
10. ipv6 unicast-routing
11. ip port-map appl-name port port-num list list-name
12. ipv6 access-list access-list-name
13. permit ipv6 any any
14. exit
15. class-map type inspect match-all class-map-name
16. match access-group name access-group-name
17. match protocol protocol-name
18. exit
19. policy-map type inspect policy-map-name
20. class type inspect class-map-name
21. inspect [ parameter-map-name ]
22. end","Step 3","vrf-definition vrf-name
Example:
Device(config)# vrf-definition VRF1","Configures a virtual routing and forwarding (VRF) routing table instance and enters VRF configuration mode."
"Security and VPN Configuration Guide, Cisco IOS XE 17.x","Zone-Based Policy Firewalls - IPv6 Firewall Support for Prevention of Distributed Denial of Service Attacks and Resource Management","Configuring an IPv6 Firewall","1. enable
2. configure terminal
3. vrf-definition vrf-name
4. address-family ipv6
5. exit-address-family
6. exit
7. parameter-map type inspect parameter-map-name
8. sessions maximum sessions
9. exit
10. ipv6 unicast-routing
11. ip port-map appl-name port port-num list list-name
12. ipv6 access-list access-list-name
13. permit ipv6 any any
14. exit
15. class-map type inspect match-all class-map-name
16. match access-group name access-group-name
17. match protocol protocol-name
18. exit
19. policy-map type inspect policy-map-name
20. class type inspect class-map-name
21. inspect [ parameter-map-name ]
22. end","Step 4","address-family ipv6
Example:
Device(config-vrf)# address-family ipv6","Enters VRF address family configuration mode and configures sessions that carry standard IPv6 address prefixes."
