"configuration_guide","chapter","section","summary steps","Steps","Command or Action","Purpose"
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPF - Procedure","","Step 7","ip ospf retransmit-interval seconds
Example:
Device(config-if)# ip ospf retransmit-interval 10","Increases the retransmission interval on the device. Note The minimum interval required for retransmission during xFSU is 10 seconds."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPF - Procedure","","Step 8","end
Example:
Device(config-if)# end","Returns to privileged EXEC mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPF - Procedure","","Step 9","write memory
Example:
Device# write memory","Saves the configuration on the switch."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPF - Procedure","","Step 10","reload fast
Example:
Device# reload fast","Reloads the switch without software upgrade."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 3","ipv6 nd reachable-time seconds
Example:
Device(config)# ipv6 nd reachable-time 3600000","Sets the time limit for a remote IPv6 node to be considered reachable after a reachability confirmation event has occurred."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 4","snmp ifmib ifindex persist
Example:
Device(config)# snmp ifmib ifindex persist","Globally enables SNMP ifIndex persistence."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 5","router ospfv3 process-id
Example:
Device(config)# router ospfv3 1","Enters OSPFv3 router configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 6","router-id ip-address
Example:
Device(config-router)# router-id 192.0.2.5","Sets a fixed router ID for the OSPFv3 instance."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 7","interface-id snmp-if-index
Example:
Device(config-router)# interface-id snmp-if-index","Enables SNMP ifIndex persistence on the specified interface."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 8","exit
Example:
Device(config-router)# exit","Exits router configuration mode and enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 9","interface interface_id
Example:
Device(config)# interface gigabitethernet 1/0/1","Enters interface configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 10","ospfv3 retransmit-interval seconds
Example:
Device(config-if)# ospfv3 retransmit-interval 10","Increases the retransmission interval on the device. Note The minimum interval required for retransmission during xFSU is 10 seconds."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 11","end
Example:
Device(config-if)# end","Returns to privileged EXEC mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 12","write memory
Example:
Device# write memory","Saves the configuration on the switch."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Reloading Software on a Standalone Switch Configured with OSPFv3 - Procedure","","Step 13","reload fast
Example:
Device# reload fast","Reloads the switch without software upgrade."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Stacked Switch - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Stacked Switch - Procedure","","Step 2","install add file image activate { xfsu | reloadfast } commit
Example:
Device# install add file bootflash: cat9k_iosxe.17.03.02.SPA.bin activate reloadfast commit or
Device# install add file bootflash: cat9k_iosxe.17.08.01.SPA.bin activate xfsu commit","The following processes happen: Upgrades the image on the active, standby, and member switches. Restarts the standby and member switches. Restarts the active switch and switch changeover occurs. The standby switch becomes the new active switch and the active switch becomes the standby switch. Note The xfsu keyword was introduced from Cisco IOS XE Cupertino 17.8.1 . For releases prior to Cisco IOS XE Cupertino 17.8.1 , use the reload keyword instead. The image keyword includes the location of the file (TFTP, HTTP, flash drives) and the image name."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Stacked Switch Configured with BGP - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Stacked Switch Configured with BGP - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Stacked Switch Configured with BGP - Procedure","","Step 3","router bgp autonomous-system-number
Example:
Device(config)# router bgp 65000","Enters BGP router configuration mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Stacked Switch Configured with BGP - Procedure","","Step 4","bgp graceful-restart all
Example:
Device(config-router)# bgp graceful-restart","Enables NSF awareness on a switch. By default, NSF awareness is disabled."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Stacked Switch Configured with BGP - Procedure","","Step 5","end
Example:
Device(config-router)# end","Returns to privileged EXEC mode."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Stacked Switch Configured with BGP - Procedure","","Step 6","write memory
Example:
Device# write memory","Saves the configuration on the switch."
"System Management Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Performing Extended Fast Software Upgrade","Upgrading the Software on a Stacked Switch Configured with BGP - Procedure","","Step 7","install add file image activate { xfsu | reloadfast } commit
Example:
Device# install add file bootflash: cat9k_iosxe.17.03.02.SPA.bin activate reloadfast commit or
Device# install add file bootflash: cat9k_iosxe.17.08.01.SPA.bin activate xfsu commit","Upgrades the switch with the new software image. Note The xfsu keyword was introduced from Cisco IOS XE Cupertino 17.8.1 . For releases prior to Cisco IOS XE Cupertino 17.8.1 , use the reload keyword instead. The image keyword includes the location of the file (TFTP, HTTP, flash drives) and the image name."
